label,file_name,number_of_files,ratio_of_files,number_of_files_rare,number_of_files_new,ratio_of_files_new
net current assets,"['04578942_2018-09-10' 'NC000295_2018-12-19' '07508665_2018-04-04'
 '04210567_2018-06-13' '02736280_2018-01-18' '00851110_2018-10-07'
 '08658092_2018-07-10' '01848334_2018-11-19' '08342128_2018-09-28'
 '04192928_2018-10-21' '05549284_2018-04-05' '05477483_2018-08-07'
 '01836313_2018-09-30' '03799358_2018-08-20' '02193829_2018-09-21'
 '08774049_2018-03-16' '02480303_2018-09-25' '05305200_2018-11-27'
 '08908626_2018-05-11' '03551533_2018-10-07' '09232066_2018-05-08'
 '02215326_2017-10-23' '06646629_2018-07-17' 'SC312228_2018-09-10'
 '01684721_2018-05-24' '00645015_2019-01-03' '01205530_2018-04-04'
 '06800135_2018-11-08' '09940236_2018-10-06' '06516481_2018-05-30'
 '08066742_2018-09-12' '06989049_2018-05-01' '04176450_2018-12-07'
 '01580851_2018-01-29' '02555553_2017-03-20' '06223740_2018-10-22'
 '08296561_2019-01-21' 'SC211905_2018-05-04' '09976915_2018-05-14'
 '08491028_2018-08-03' '03559112_2018-12-18' '04155448_2018-11-26'
 '05219123_2018-08-13' '10208054_2018-06-27' 'SC215880_2018-08-16'
 '01234173_2018-02-21' '07773187_2018-11-14' '07428157_2018-09-20'
 '06985246_2018-06-06' '03209358_2018-09-28' '04779767_2018-09-24'
 '02641437_2019-01-02' '02683337_2018-12-31' '04107434_2018-03-22'
 'OC341283_2018-09-11' '03085506_2018-06-27' 'OC365965_2017-08-15'
 'SC272499_2018-04-17' '01246756_2018-12-28' '08337863_2018-05-03'
 '04609439_2018-06-06' 'SC226980_2018-05-04' '08238988_2018-10-31'
 '05407505_2018-10-02' '09789710_2018-05-12' 'NI613113_2018-09-14'
 '08948605_2018-08-16' 'OC383149_2018-12-17' '06871487_2018-07-19'
 'SC470463_2018-11-30' '07275849_2018-10-12' '00757019_2018-11-15'
 '05355799_2018-08-08' '09708034_2018-05-22' '09091904_2018-05-14'
 '09819650_2018-05-31' '06350263_2018-05-31' '09125604_2018-04-19'
 '08814444_2018-09-10' '06244683_2018-09-13' '00904957_2018-09-13'
 '05026996_2018-08-15' '08252329_2019-01-18' '07291750_2018-05-03'
 '08464812_2019-01-07' '00854266_2018-09-26' '07210595_2018-10-05'
 '01500876_2018-09-30' '03128528_2018-05-30' '03010158_2018-08-08'
 'OC412019_2019-02-08' '05177605_2018-10-04' '02670424_2018-03-06'
 'NI617191_2018-05-14' 'OC383390_2018-12-09' '08455384_2018-10-25'
 '01551487_2018-06-29' '06436404_2018-05-15' '05560206_2018-05-17'
 '03708614_2018-07-03' '01167325_2018-10-06' '03440203_2019-02-07'
 '06873409_2019-01-22' '02688973_2018-12-21' '03843550_2018-12-20'
 '07221470_2019-01-09' '04729479_2018-10-15' '06203212_2018-12-12'
 '02277759_2018-12-03' '04309557_2018-12-21' '07876754_2018-12-12'
 '00500613_2018-05-25' '05259054_2018-05-31' '08205725_2018-12-14'
 '05783050_2018-04-06' '04544159_2019-01-14' '04817286_2017-11-29'
 '09827589_2018-12-19' '03827293_2018-08-21' 'SC281238_2018-11-27'
 '05216450_2018-11-16' '07987156_2018-12-19' '05529094_2017-11-24'
 '05890653_2018-05-27' '05121287_2018-03-27' '00688455_2018-10-10'
 '01825148_2018-08-14' '01435665_2018-05-09' '04750335_2019-01-18'
 '04001138_2018-03-07' '03013552_2018-06-13' '04911695_2018-02-01'
 '05218852_2019-02-08' '08199321_2018-06-14' 'SC425845_2018-08-08'
 '01902690_2019-01-08' 'NI020853_2018-05-15' 'OC311193_2018-10-25'
 '09514102_2019-01-03' '06775822_2018-09-28' '04638871_2018-08-30'
 '09518150_2018-05-15' '07660688_2018-09-21' '08868378_2018-11-21'
 '08183811_2018-12-28' '06786096_2018-11-29' '03901367_2017-08-29'
 '07076803_2018-05-24' '03972790_2019-01-15' 'SC215503_2018-09-25'
 '05447878_2017-05-12' '09834474_2018-09-05' '00145374_2018-05-02'
 '02599961_2019-02-04' '02671511_2018-03-22' '04571349_2018-06-25'
 'OC363306_2018-12-24' '08400096_2018-02-02' '02027689_2018-10-01'
 '09482576_2019-01-04' '04925061_2018-08-16' '04119246_2018-04-03'
 '00877137_2018-09-30' '04730594_2019-02-05' '07692515_2017-04-29'
 '05242411_2018-03-21' '07200267_2018-12-21' '09603572_2017-09-20'
 '06054549_2018-10-19' '05860129_2018-03-27' 'SC315245_2017-11-13'
 '03778193_2018-09-13' '09187690_2018-10-03' '08627608_2018-04-27'
 'OC353820_2018-08-21' '01291565_2018-10-17' '05403974_2018-05-23'
 '09954672_2018-10-02' '09070307_2018-12-18' '02734059_2018-06-21'
 '06041876_2018-09-10' 'SC038800_2018-06-22' '06928061_2019-01-07'
 '09606891_2019-01-08' '09782845_2018-09-17' '07861414_2018-09-28'
 '01912551_2018-05-24' '02478328_2018-09-30' '01675457_2018-06-26'
 '09594612_2018-02-13' '08708339_2018-05-16' '09256949_2018-09-30'
 'OC370074_2018-09-10' '05476131_2018-07-10' '04837764_2018-06-19'
 '04947762_2018-08-13' '08056186_2017-04-27' '06403212_2019-01-02'
 '08456856_2018-12-17' '01050578_2018-11-07' 'OC345647_2018-05-15'
 '03320318_2018-09-19' '05230931_2018-05-21' '07792956_2018-09-24'
 '09154504_2017-06-16' 'SC094096_2018-10-03' '08955915_2018-12-27']",207,0.4090909090909091,8,215,0.424901185770751
net current assets liabilities,"['01625851_2018-10-26' '02531272_2018-10-25' '09683278_2018-05-31'
 '05738042_2018-10-12' '01581154_2018-07-24' '06734246_2018-04-25'
 '09869872_2019-01-22' '09380893_2018-05-24' 'NI636570_2018-12-05'
 '01894501_2018-11-19' '09565689_2018-05-27' '09058573_2017-06-27'
 '08614121_2017-06-29']",13,0.025691699604743084,7,20,0.039525691699604744
net current assetsliabilities,"['04848475_2018-10-06' '05241678_2018-01-22' '02567814_2018-12-21'
 '05750738_2018-07-13' '09165062_2018-08-30' '06994779_2019-01-10'
 'NI625203_2017-08-29' '05032067_2018-10-15']",8,0.015810276679841896,5,13,0.025691699604743084
net current liabilities,"['06757157_2018-08-15' '06551042_2017-09-29' '06638282_2018-05-10'
 '08257555_2018-11-01' '09104588_2018-12-28' '00506612_2018-09-26'
 '01557781_2019-01-24' '09877836_2018-10-08' '07314921_2018-06-21'
 'OC352633_2018-11-07' '03824389_2018-09-10' '05468650_2017-11-15'
 '07238703_2019-02-05' '06024424_2018-09-17' '10472854_2018-10-04'
 '05292814_2018-07-04' '06540708_2018-04-03' '04915241_2018-09-05'
 '06476929_2018-08-08' '04425595_2018-07-10' '08673651_2018-09-18'
 '09934732_2018-09-17' '09542334_2019-01-29' '07444976_2018-12-27'
 '08941680_2018-07-03' '03355916_2018-03-16' 'SC381770_2018-09-27'
 '03074921_2018-09-28' '09669202_2018-04-09' '09742211_2019-01-16'
 '01426212_2018-12-04' 'OC307979_2018-10-22' '00410453_2018-09-03'
 '09947841_2018-11-07' '03216059_2018-07-24' '09905204_2019-01-28'
 '03828538_2018-06-07' '04595098_2018-06-20' '06288859_2018-06-26'
 '08500163_2018-12-19' 'SC062350_2019-01-30' '06749253_2019-01-03'
 '06559854_2019-01-17' '05989934_2018-10-04' '03800292_2018-03-08'
 '06995435_2018-07-02' '07183803_2018-12-12' '07878925_2018-05-11'
 'OC385255_2018-12-17' '07293162_2018-10-11' '10072143_2018-12-22'
 '07564261_2018-12-18' '04067971_2018-05-21' '03612400_2018-06-01'
 '04567806_2018-12-18' '02704700_2018-10-08' '08401600_2018-04-06'
 '01146564_2018-11-22' '08217483_2018-12-24' 'SC392607_2018-01-15'
 '08446267_2018-12-13' '02860394_2018-06-06' '03988201_2018-05-23'
 '09027292_2019-02-13' '04709905_2018-10-16' '09372240_2019-01-09'
 '09001323_2017-11-23' 'SC406554_2018-10-03' '08857138_2018-10-30']",69,0.13636363636363635,4,73,0.1442687747035573
net current liabilitiesassets,"['02559683_2018-05-09' '07025669_2018-01-09' 'OC342862_2018-10-24'
 '00701225_2018-10-23' '07068932_2018-05-31' '01346397_2018-12-14'
 '05983990_2019-02-04' '09164548_2018-01-08' '06117316_2018-08-10'
 '04317894_2018-06-11']",10,0.019762845849802372,7,17,0.03359683794466403
net liabilities,"['06757157_2018-08-15' '04267912_2018-10-04' '06551042_2017-09-29'
 '09104588_2018-12-28' '00506612_2018-09-26' '01557781_2019-01-24'
 '04848475_2018-10-06' 'SC503875_2018-05-04' '09976915_2018-05-14'
 '05468650_2017-11-15' '06024424_2018-09-17' '06540708_2018-04-03'
 '04915241_2018-09-05' '04425595_2018-07-10' '09934732_2018-09-17'
 '09542334_2019-01-29' '03865691_2018-03-15' '03355916_2018-03-16'
 '02712039_2017-10-06' '03074921_2018-09-28' '09669202_2018-04-09'
 '09947841_2018-11-07' 'SC281238_2018-11-27' '05216450_2018-11-16'
 '09905204_2019-01-28' '03800292_2018-03-08' '06995435_2018-07-02'
 '04067971_2018-05-21' '04567806_2018-12-18' '02704700_2018-10-08'
 'SC392607_2018-01-15' '08446267_2018-12-13' '09027292_2019-02-13'
 'SC406554_2018-10-03']",34,0.06719367588932806,1,35,0.0691699604743083
net movement in funds,"['00701225_2018-10-23' '08066742_2018-09-12' '03828538_2018-06-07'
 '06015649_2018-09-30' '06381573_2018-09-25' '07200267_2018-12-21'
 '03531311_2018-11-29' 'SC094096_2018-10-03']",8,0.015810276679841896,1,9,0.017786561264822136
notes,"['05457103_2018-08-10' '02464270_2018-08-16' '08342128_2018-09-28'
 '04192928_2018-10-21' '03799358_2018-08-20' '01557781_2019-01-24'
 'OC342862_2018-10-24' '06646629_2018-07-17' '01205530_2018-04-04'
 'OC338682_2018-11-07' '01688205_2018-12-31' '06024424_2018-09-17'
 '06734246_2018-04-25' '09869872_2019-01-22' '03830932_2018-08-16'
 '09789710_2018-05-12' '04191036_2018-04-10' '00904957_2018-09-13'
 '03074921_2018-09-28' 'OC389955_2017-08-16' '05216450_2018-11-16'
 '10632949_2018-09-18' '07987156_2018-12-19' '05121287_2018-03-27'
 '09518150_2018-05-15' '07660688_2018-09-21' '03118854_2017-06-09'
 '01894501_2018-11-19' '05290340_2018-01-09' '03800292_2018-03-08'
 '03972790_2019-01-15' 'OC363306_2018-12-24' '08287045_2018-11-20'
 '05859829_2018-12-06' '04067971_2018-05-21' '05860129_2018-03-27'
 '02541055_2018-06-21' 'SC392607_2018-01-15' '02197238_2018-10-04'
 '09058573_2017-06-27' '08614121_2017-06-29' '04317894_2018-06-11'
 'OC370074_2018-09-10' '05476131_2018-07-10' '08456856_2018-12-17']",45,0.08893280632411067,1,46,0.09090909090909091
ordinary shares of   each,"['09694429_2018-11-27' '03337861_2018-11-13' '04022527_2019-02-13'
 '10317198_2018-09-06' '09940646_2018-10-25' '09038360_2019-02-05']",6,0.011857707509881422,3,9,0.017786561264822136
prepayments and accrued income,"['05157431_2018-06-06' '05468650_2017-11-15' '04155448_2018-11-26'
 '00696473_2018-09-14' '06871487_2018-07-19' '09708034_2018-05-22'
 '06244683_2018-09-13' '08455384_2018-10-25' '05824628_2018-10-16'
 '05032067_2018-10-15' '05890653_2018-05-27' '04638871_2018-08-30'
 '04571349_2018-06-25' '08627608_2018-04-27' '04837764_2018-06-19']",15,0.029644268774703556,6,21,0.041501976284584984
profit and loss account,"['05457103_2018-08-10' '06757157_2018-08-15' '07508665_2018-04-04'
 '06638282_2018-05-10' '09360896_2018-05-21' '08658092_2018-07-10'
 '01848334_2018-11-19' '08342128_2018-09-28' '04192928_2018-10-21'
 '05477483_2018-08-07' '08257555_2018-11-01' '09104588_2018-12-28'
 '02193829_2018-09-21' '01557781_2019-01-24' '08512069_2018-07-11'
 '03551533_2018-10-07' '04848475_2018-10-06' '09683278_2018-05-31'
 '05241678_2018-01-22' '06646629_2018-07-17' '01684721_2018-05-24'
 '01205530_2018-04-04' '06800135_2018-11-08' '01581154_2018-07-24'
 '06516481_2018-05-30' '07491176_2018-09-14' '04176450_2018-12-07'
 '02555553_2017-03-20' '06223740_2018-10-22' '08296561_2019-01-21'
 'SC211905_2018-05-04' '09976915_2018-05-14' '08491028_2018-08-03'
 '07238703_2019-02-05' '05219123_2018-08-13' '04779767_2018-09-24'
 '02641437_2019-01-02' '06734246_2018-04-25' '09869872_2019-01-22'
 '04107434_2018-03-22' '09165062_2018-08-30' '06540708_2018-04-03'
 'SC272499_2018-04-17' '04915241_2018-09-05' '04609439_2018-06-06'
 'SC226980_2018-05-04' '04283540_2018-04-26' '06476929_2018-08-08'
 '04425595_2018-07-10' '08238988_2018-10-31' '05407505_2018-10-02'
 '09789710_2018-05-12' 'NI613113_2018-09-14' '08673651_2018-09-18'
 '07275849_2018-10-12' '00757019_2018-11-15' '05355799_2018-08-08'
 '07444976_2018-12-27' '03865691_2018-03-15' '09125604_2018-04-19'
 '08941680_2018-07-03' '06994779_2019-01-10' '00854266_2018-09-26'
 '01500876_2018-09-30' '02712039_2017-10-06' 'SC381770_2018-09-27'
 '06436404_2018-05-15' '09669202_2018-04-09' '06873409_2019-01-22'
 '02688973_2018-12-21' '00500613_2018-05-25' '05783050_2018-04-06'
 '09947841_2018-11-07' '03063532_2017-09-26' '03898654_2018-02-08'
 '03216059_2018-07-24' '01825148_2018-08-14' '01435665_2018-05-09'
 '04750335_2019-01-18' '06288859_2018-06-26' '10694121_2018-07-16'
 '03013552_2018-06-13' '05218852_2019-02-08' 'NI020853_2018-05-15'
 '09518150_2018-05-15' '03118854_2017-06-09' '08500163_2018-12-19'
 '01894501_2018-11-19' '08868378_2018-11-21' '03800292_2018-03-08'
 'SC215503_2018-09-25' '05447878_2017-05-12' '07878925_2018-05-11'
 '09834474_2018-09-05' '02599961_2019-02-04' '02671511_2018-03-22'
 '04571349_2018-06-25' '09565689_2018-05-27' '02027689_2018-10-01'
 '06117316_2018-08-10' '00877137_2018-09-30' '07692515_2017-04-29'
 '09603572_2017-09-20' '05859829_2018-12-06' '10072143_2018-12-22'
 '04067971_2018-05-21' '05860129_2018-03-27' '04567806_2018-12-18'
 '01146564_2018-11-22' 'SC392607_2018-01-15' '03778193_2018-09-13'
 '08627608_2018-04-27' '01291565_2018-10-17' '09954672_2018-10-02'
 '02734059_2018-06-21' '06041876_2018-09-10' 'SC038800_2018-06-22'
 '08614121_2017-06-29' '09606891_2019-01-08' '07861414_2018-09-28'
 '01912551_2018-05-24' '01675457_2018-06-26' '03808852_2018-10-03'
 '08056186_2017-04-27' '08456856_2018-12-17' '03009426_2018-05-08'
 '07792956_2018-09-24' '08955915_2018-12-27']",128,0.25296442687747034,11,139,0.274703557312253
profit and loss reserves,"['04578942_2018-09-10' '02736280_2018-01-18' '05017650_2018-09-13'
 '00645015_2019-01-03' '01580851_2018-01-29' '02683337_2018-12-31'
 '05292814_2018-07-04' '08337863_2018-05-03' '08948605_2018-08-16'
 '05865264_2018-12-14' '03976947_2018-05-24' 'NI625203_2017-08-29'
 'NI617191_2018-05-14' '01551487_2018-06-29' '09742211_2019-01-16'
 '03843550_2018-12-20' '08205725_2018-12-14' '04544159_2019-01-14'
 '05351022_2018-09-18' 'SC281238_2018-11-27' '05121287_2018-03-27'
 '06749253_2019-01-03' '04925061_2018-08-16' '05242411_2018-03-21'
 '03612400_2018-06-01' '08401600_2018-04-06' '09187690_2018-10-03'
 '04317894_2018-06-11' '09256949_2018-09-30']",29,0.05731225296442688,5,34,0.06719367588932806
property plant and equipment,"['NC000295_2018-12-19' '00851110_2018-10-07' '06024424_2018-09-17'
 '03074921_2018-09-28' '01167325_2018-10-06' '03827293_2018-08-21'
 '05216450_2018-11-16' '03013552_2018-06-13' '07660688_2018-09-21'
 '03972790_2019-01-15' '00877137_2018-09-30']",11,0.021739130434782608,2,13,0.025691699604743084
provisions for liabilities,"['05457103_2018-08-10' '02736280_2018-01-18' '04192928_2018-10-21'
 '08257555_2018-11-01' '08908626_2018-05-11' '02215326_2017-10-23'
 '00645015_2019-01-03' '06516481_2018-05-30' '01580851_2018-01-29'
 '05219123_2018-08-13' '03951948_2018-10-01' '02683337_2018-12-31'
 '01246756_2018-12-28' '08337863_2018-05-03' '04609439_2018-06-06'
 '04283540_2018-04-26' '04425595_2018-07-10' 'NI613113_2018-09-14'
 '08948605_2018-08-16' '08524615_2018-09-17' '09708034_2018-05-22'
 '06244683_2018-09-13' '00904957_2018-09-13' '00854266_2018-09-26'
 '02712039_2017-10-06' '05177605_2018-10-04' '01551487_2018-06-29'
 '03440203_2019-02-07' '00410453_2018-09-03' '04817286_2017-11-29'
 '01435665_2018-05-09' '04750335_2019-01-18' '03013552_2018-06-13'
 '01902690_2019-01-08' 'SC062350_2019-01-30' '08183811_2018-12-28'
 '06559854_2019-01-17' '06995435_2018-07-02' '07183803_2018-12-12'
 '02671511_2018-03-22' '06117316_2018-08-10' '05242411_2018-03-21'
 'SC315245_2017-11-13' '08217483_2018-12-24' '02860394_2018-06-06'
 '05403974_2018-05-23' '04837764_2018-06-19' '08955915_2018-12-27']",48,0.09486166007905138,2,50,0.09881422924901186
restricted funds,"['00701225_2018-10-23' '08066742_2018-09-12' '07428157_2018-09-20'
 '04309557_2018-12-21' '07987156_2018-12-19' '06015649_2018-09-30'
 '03320318_2018-09-19' 'SC094096_2018-10-03']",8,0.015810276679841896,7,15,0.029644268774703556
retained earnings,"['02464270_2018-08-16' '07987664_2018-11-22' '06245930_2018-02-02'
 '00851110_2018-10-07' '05549284_2018-04-05' '00506612_2018-09-26'
 '08908626_2018-05-11' '02215326_2017-10-23' 'SC312228_2018-09-10'
 '10208054_2018-06-27' '03951948_2018-10-01' '01246756_2018-12-28'
 '03830932_2018-08-16' '05542048_2018-09-20' '06350263_2018-05-31'
 '02552255_2018-10-15' '06377386_2018-09-21' '00904957_2018-09-13'
 '03708614_2018-07-03' '01167325_2018-10-06' '09164548_2018-01-08'
 '09769485_2019-01-28' '00410453_2018-09-03' '04817286_2017-11-29'
 '05216450_2018-11-16' '00688455_2018-10-10' '04911695_2018-02-01'
 'SC425845_2018-08-08' '01902690_2019-01-08' 'SC062350_2019-01-30'
 '06995435_2018-07-02' '03972790_2019-01-15' '07183803_2018-12-12'
 '03988201_2018-05-23' '09001323_2017-11-23' '01050578_2018-11-07']",36,0.07114624505928854,9,45,0.08893280632411067
share capital,"['08804092_2018-08-15' '01850583_2018-07-09' '01534691_2018-02-12'
 '10219783_2018-10-07' '05290340_2018-01-09' '09603572_2017-09-20']",6,0.011857707509881422,3,9,0.017786561264822136
shareholders deficit,"['04267912_2018-10-04' '07491176_2018-09-14' '09976915_2018-05-14'
 '06540708_2018-04-03' '08941680_2018-07-03' '03355916_2018-03-16'
 '02712039_2017-10-06' '09669202_2018-04-09' '09947841_2018-11-07'
 '09905204_2019-01-28' '03800292_2018-03-08' '04567806_2018-12-18']",12,0.023715415019762844,3,15,0.029644268774703556
shareholders funds,"['06638282_2018-05-10' '02723119_2018-07-10' '01625851_2018-10-26'
 '07987664_2018-11-22' '08658092_2018-07-10' '08342128_2018-09-28'
 '04192928_2018-10-21' '05549284_2018-04-05' '05477483_2018-08-07'
 '01557781_2019-01-24' '09877836_2018-10-08' '08774049_2018-03-16'
 '08908626_2018-05-11' '02215326_2017-10-23' '09683278_2018-05-31'
 '09303330_2018-03-15' '01581154_2018-07-24' '04176450_2018-12-07'
 '02555553_2017-03-20' 'SC211905_2018-05-04' '05983990_2019-02-04'
 'SC215880_2018-08-16' '06024424_2018-09-17' '04779767_2018-09-24'
 '09869872_2019-01-22' '04107434_2018-03-22' '03085506_2018-06-27'
 '01246756_2018-12-28' '04283540_2018-04-26' '05542048_2018-09-20'
 '09789710_2018-05-12' 'NI613113_2018-09-14' '08524615_2018-09-17'
 '00757019_2018-11-15' '09091904_2018-05-14' '06350263_2018-05-31'
 '08646989_2018-10-07' '06377386_2018-09-21' '00904957_2018-09-13'
 '07291750_2018-05-03' '08464812_2019-01-07' '00854266_2018-09-26'
 '05177605_2018-10-04' 'SC381770_2018-09-27' '03074921_2018-09-28'
 '03708614_2018-07-03' '03440203_2019-02-07' '01713181_2018-12-12'
 '09164548_2018-01-08' '00500613_2018-05-25' '00410453_2018-09-03'
 '05216450_2018-11-16' '10632949_2018-09-18' '00688455_2018-10-10'
 '01825148_2018-08-14' '04595098_2018-06-20' '04911695_2018-02-01'
 '09672543_2018-12-14' '05218852_2019-02-08' 'SC425845_2018-08-08'
 '01902690_2019-01-08' 'NI020853_2018-05-15' '09518150_2018-05-15'
 '07660688_2018-09-21' '03118854_2017-06-09' 'SC062350_2019-01-30'
 '08868378_2018-11-21' '06559854_2019-01-17' '06995435_2018-07-02'
 '03972790_2019-01-15' '07183803_2018-12-12' '05447878_2017-05-12'
 '07878925_2018-05-11' 'SC505813_2018-05-31' '09834474_2018-09-05'
 '04571349_2018-06-25' '06117316_2018-08-10' '00877137_2018-09-30'
 '04730594_2019-02-05' '07692515_2017-04-29' '06755267_2018-12-13'
 '05859829_2018-12-06' '07564261_2018-12-18' '04067971_2018-05-21'
 'SC315245_2017-11-13' 'SC392607_2018-01-15' '02197238_2018-10-04'
 '08948615_2018-07-06' '03988201_2018-05-23' '09058573_2017-06-27'
 '05403974_2018-05-23' '09070307_2018-12-18' '02734059_2018-06-21'
 '08614121_2017-06-29' '09606891_2019-01-08' '07861414_2018-09-28'
 '01912551_2018-05-24' '02478328_2018-09-30' '05476131_2018-07-10'
 '08056186_2017-04-27' '08456856_2018-12-17' '09001323_2017-11-23'
 '01050578_2018-11-07' '00562498_2018-12-19']",104,0.20553359683794467,12,116,0.22924901185770752
stocks,"['04578942_2018-09-10' '02736280_2018-01-18' '01848334_2018-11-19'
 '04192928_2018-10-21' '05477483_2018-08-07' '08774049_2018-03-16'
 'OC352633_2018-11-07' '03551533_2018-10-07' 'OC342862_2018-10-24'
 '00645015_2019-01-03' '07491176_2018-09-14' '04176450_2018-12-07'
 '01580851_2018-01-29' '02555553_2017-03-20' '09976915_2018-05-14'
 '08491028_2018-08-03' '02567814_2018-12-21' '01346397_2018-12-14'
 '02641437_2019-01-02' 'OC341283_2018-09-11' '01246756_2018-12-28'
 '04609439_2018-06-06' '05407505_2018-10-02' 'NI613113_2018-09-14'
 '08524615_2018-09-17' '00757019_2018-11-15' '00904957_2018-09-13'
 '06994779_2019-01-10' 'NI625203_2017-08-29' '03355916_2018-03-16'
 '00854266_2018-09-26' '01500876_2018-09-30' '09776690_2018-07-04'
 '03010158_2018-08-08' '01551487_2018-06-29' '06436404_2018-05-15'
 '03708614_2018-07-03' '02688973_2018-12-21' '02277759_2018-12-03'
 '00410453_2018-09-03' '05783050_2018-04-06' 'SC281238_2018-11-27'
 '09905204_2019-01-28' '04750335_2019-01-18' '04595098_2018-06-20'
 '01902690_2019-01-08' 'NI020853_2018-05-15' '09514102_2019-01-03'
 '06749253_2019-01-03' '08183811_2018-12-28' '02599961_2019-02-04'
 '04571349_2018-06-25' '09565689_2018-05-27' '02027689_2018-10-01'
 '05242411_2018-03-21' '07200267_2018-12-21' '04067971_2018-05-21'
 '03778193_2018-09-13' '02860394_2018-06-06' '01291565_2018-10-17'
 '05403974_2018-05-23' 'SC038800_2018-06-22' '07861414_2018-09-28'
 '01912551_2018-05-24' '08056186_2017-04-27' 'SC094096_2018-10-03'
 '08955915_2018-12-27']",67,0.1324110671936759,6,73,0.1442687747035573
tangible assets,"['05457103_2018-08-10' '06757157_2018-08-15' '10339765_2018-05-21'
 '07508665_2018-04-04' '02736280_2018-01-18' '06638282_2018-05-10'
 '07987664_2018-11-22' '06245930_2018-02-02' '08658092_2018-07-10'
 '01848334_2018-11-19' '10796182_2018-11-13' '04192928_2018-10-21'
 '05549284_2018-04-05' '05477483_2018-08-07' '01836313_2018-09-30'
 '03799358_2018-08-20' '09104588_2018-12-28' '10281039_2018-04-25'
 '09877836_2018-10-08' '08908626_2018-05-11' '03551533_2018-10-07'
 'OC342862_2018-10-24' '02215326_2017-10-23' '04848475_2018-10-06'
 '00701225_2018-10-23' '01205530_2018-04-04' '01581154_2018-07-24'
 '08066742_2018-09-12' '07491176_2018-09-14' '10625857_2018-11-15'
 '04176450_2018-12-07' '10557156_2018-10-01' '01580851_2018-01-29'
 'SC211905_2018-05-04' '09976915_2018-05-14' '02865602_2018-06-20'
 '02567814_2018-12-21' '01346397_2018-12-14' '05983990_2019-02-04'
 '05219123_2018-08-13' '10208054_2018-06-27' '01234173_2018-02-21'
 '07428157_2018-09-20' '03209358_2018-09-28' '02641437_2019-01-02'
 '06734246_2018-04-25' '02683337_2018-12-31' '10342870_2018-05-23'
 '04107434_2018-03-22' '03085506_2018-06-27' '09165062_2018-08-30'
 'OC365965_2017-08-15' '06540708_2018-04-03' '10385861_2019-01-02'
 '01246756_2018-12-28' '08337863_2018-05-03' '10254825_2018-03-29'
 '04915241_2018-09-05' '04609439_2018-06-06' '03830932_2018-08-16'
 '04283540_2018-04-26' '04425595_2018-07-10' '08238988_2018-10-31'
 '05542048_2018-09-20' '05407505_2018-10-02' 'NI613113_2018-09-14'
 '08948605_2018-08-16' '08524615_2018-09-17' 'OC383149_2018-12-17'
 '03976947_2018-05-24' '00757019_2018-11-15' '06350263_2018-05-31'
 '09125604_2018-04-19' '08941680_2018-07-03' '06377386_2018-09-21'
 '00904957_2018-09-13' '06994779_2019-01-10' '03355916_2018-03-16'
 '08464812_2019-01-07' '00854266_2018-09-26' '02712039_2017-10-06'
 '09776690_2018-07-04' '03010158_2018-08-08' '05177605_2018-10-04'
 'SC381770_2018-09-27' 'NI617191_2018-05-14' 'OC383390_2018-12-09'
 '01551487_2018-06-29' '06436404_2018-05-15' '09669202_2018-04-09'
 '03708614_2018-07-03' '03440203_2019-02-07' '06873409_2019-01-22'
 '02688973_2018-12-21' '03843550_2018-12-20' 'OC389955_2017-08-16'
 '09164548_2018-01-08' '02277759_2018-12-03' '09769485_2019-01-28'
 'OC307979_2018-10-22' '00410453_2018-09-03' '05783050_2018-04-06'
 '10716911_2019-01-22' '04817286_2017-11-29' 'SC281238_2018-11-27'
 '09967078_2018-01-23' '00688455_2018-10-10' '01435665_2018-05-09'
 '03828538_2018-06-07' '04001138_2018-03-07' '01233445_2018-07-23'
 '04911695_2018-02-01' '09672543_2018-12-14' '05218852_2019-02-08'
 '01902690_2019-01-08' 'NI020853_2018-05-15' '09514102_2019-01-03'
 'SC062350_2019-01-30' '06749253_2019-01-03' '01894501_2018-11-19'
 '08183811_2018-12-28' '06559854_2019-01-17' '06995435_2018-07-02'
 '07878925_2018-05-11' '06381573_2018-09-25' '02599961_2019-02-04'
 '02671511_2018-03-22' '04571349_2018-06-25' '09565689_2018-05-27'
 'OC363306_2018-12-24' '02027689_2018-10-01' '06117316_2018-08-10'
 '05242411_2018-03-21' '10072143_2018-12-22' '07564261_2018-12-18'
 '04067971_2018-05-21' '04567806_2018-12-18' 'SC315245_2017-11-13'
 '08217483_2018-12-24' 'SC392607_2018-01-15' 'OC417240_2018-10-02'
 '03778193_2018-09-13' '10349825_2018-05-11' '02860394_2018-06-06'
 '03988201_2018-05-23' 'OC353820_2018-08-21' '01291565_2018-10-17'
 '05403974_2018-05-23' '09954672_2018-10-02' '02734059_2018-06-21'
 'SC038800_2018-06-22' '01912551_2018-05-24' '01675457_2018-06-26'
 '03123932_2018-05-24' '05476131_2018-07-10' '06403212_2019-01-02'
 '08456856_2018-12-17' '10883160_2018-10-05' 'SC094096_2018-10-03'
 '08955915_2018-12-27']",160,0.31620553359683795,7,167,0.3300395256916996
taxation including deferred tax,"['05477483_2018-08-07' '03355916_2018-03-16' '05218852_2019-02-08'
 '09514102_2019-01-03' '04571349_2018-06-25' '02734059_2018-06-21'
 '01912551_2018-05-24']",7,0.01383399209486166,1,8,0.015810276679841896
